,root_id,nucleus_id,volume,clf_type,cell_type,mtype,axon_length,dendrite_length,max_dend_y_path_dist_to_soma,max_dend_y_euclid_dist_to_soma,ds_num_of_incoming_synapses,ds_num_of_outgoing_synapses,ds_incoming_syn_mean_weight,ds_outgoing_syn_mean_weight,ds_incoming_syn_sum_weight,ds_outgoing_syn_sum_weight,ds_incoming_syn_std_weight,ds_outgoing_syn_std_weight,num_of_incoming_synapses,num_of_outgoing_synapses,num_of_incoming_neurons,num_of_outgoing_neurons,num_of_ex_incoming_synapses,num_of_ex_outgoing_synapses,num_of_inh_incoming_synapses,num_of_inh_outgoing_synapses,incoming_syn_mean_weight,incoming_syn_sum_weight,incoming_syn_std_weight,outgoing_syn_mean_weight,outgoing_syn_sum_weight,outgoing_syn_std_weight,ex_incoming_syn_mean_weight,ex_incoming_syn_sum_weight,ex_incoming_syn_std_weight,ex_outgoing_syn_mean_weight,ex_outgoing_syn_sum_weight,ex_outgoing_syn_std_weight,inh_incoming_syn_mean_weight,inh_incoming_syn_sum_weight,inh_incoming_syn_std_weight,inh_outgoing_syn_mean_weight,inh_outgoing_syn_sum_weight,inh_outgoing_syn_std_weight
10,864691134919403530,296615,292.16587776,E,4P,L4a,5592.15185546875,2569.635498046875,305.43518264591694,270.46061784323695,2014,416,8039.366434955313,6159.5192307692305,16191284,2562360,7919.13436156565,4907.24473841555,124,69,48,45,18,27,106,42,4042.7096774193546,501296,3712.112851051084,5984.115942028986,412904,4865.846949636012,6473.333333333333,116520,6558.405090670546,6669.037037037037,180064.0,5922.308918365723,3629.9622641509436,384776.0,2764.43686279635,5543.809523809524,232840.0,3981.7334298739747
11,864691134919529994,269504,295.39680256,E,6P-IT,L6tall-a,2498.262451171875,3267.975830078125,528.6364761590958,489.6333897814999,2310,152,7461.961904761904,4656.5,17237132,707788,6747.910225701967,3193.6086934441587,45,10,37,10,25,6,20,4,4809.333333333333,216420,3187.3351600078427,2430.8,24308,1501.4063274144012,5660.96,141524,3814.176047116861,1990.6666666666667,11944.0,1564.4034716856845,3744.8,74896.0,1622.7283691363752,3091.0,12364.0,1112.6881863307437
12,864691134919715850,262779,308.867072,I,NGC,STC,8741.5234375,2685.9697265625,92.25732254981995,50.221698906121674,4572,357,3097.053368328959,2690.9467787114845,14159728,960668,2287.522385998257,3322.6362672845335,157,94,109,73,126,63,31,31,2516.0,395012,1890.0656949455993,2661.446808510638,250176,3270.977255288926,2626.4444444444443,330932,1866.6844197946411,2523.1111111111113,158956.0,3649.2745228620274,2067.0967741935483,64080.0,1917.8823562904581,2942.5806451612902,91220.0,2293.706969700183
13,864691134941063523,267183,455.04217088,E,5P-PT,L5ET,3053.879638671875,5768.34130859375,468.9050299525261,439.08935735851026,6338,148,8399.649731776586,7863.783783783784,53236980,1163840,8443.384787474755,7368.161937120338,295,24,141,18,122,10,173,14,8809.993220338984,2598948,9530.9014516629,6956.833333333333,166964,7150.075708612384,14334.557377049181,1748816,12079.143288105191,1909.6,19096.0,1595.0806374600627,4914.0578034682085,850132.0,3911.8552547648046,10562.0,147868.0,7391.193331062505
14,864691134941385571,256600,289.60718848,E,23P,L2c,2381.96728515625,3675.080078125,228.40954354405403,157.31015059519828,3263,145,8310.455409132699,5640.772413793104,27117016,817912,8186.149436765798,5990.0129534657335,138,30,57,17,34,9,104,21,4507.275362318841,622004,5349.8464555619385,7138.266666666666,214148,7775.646060760625,8960.823529411764,304668,8788.78123274743,10932.888888888889,98396.0,12354.712824977129,3051.3076923076924,317336.0,2030.0735448828293,5512.0,115752.0,3484.2349710278345
15,864691134941412707,292739,284.35234816,E,23P,L3b,4806.9521484375,2720.7451171875,200.38944606482983,167.02590828993044,2460,381,7962.271544715447,5764.6719160104985,19587188,2196340,7528.179682010616,4816.124889379809,73,84,32,46,9,35,64,49,3603.671232876712,263068,3081.038412634831,5141.238095238095,431864,3391.3427584388196,3723.5555555555557,33512,3650.907926989946,5817.142857142857,203600.0,3509.779782614428,3586.8125,229556.0,2991.8235810026886,4658.448979591837,228264.0,3218.381676362183
16,864691134941495395,294540,269.25121536,E,23P,L4b,2913.7548828125,2130.188720703125,241.45077776908875,220.19663619273499,1589,377,7805.460037759597,6245.7612732095495,12402876,2354652,6922.024276250563,6376.561766675649,63,60,32,42,9,27,54,33,3519.746031746032,221744,2777.916622380332,5565.733333333334,333944,4820.902231832636,5011.555555555556,45104,4689.29691747568,6644.888888888889,179412.0,6188.571386230358,3271.1111111111113,176640.0,2214.792245642472,4682.787878787879,154532.0,3031.3440539117973
17,864691134941824611,262799,300.98702336,E,5P-IT,L4a,3725.159912109375,2779.00439453125,347.1366496384144,317.09304251230566,3313,401,5939.145185632357,7873.187032418952,19676388,3157148,6831.513981818435,7181.175707089417,160,68,76,67,60,55,100,13,3788.95,606232,3280.754714619793,6936.294117647059,471668,5825.522034317469,4778.0,286680,4624.60812033481,7585.163636363636,417184.0,6151.430671030591,3195.52,319552.0,1857.4367094466502,4191.076923076923,54484.0,2846.90175620225
18,864691134948899324,260697,230.16521728,E,23P,L3b,2281.615966796875,2327.79931640625,269.4391270875931,241.56229763315798,1586,210,8455.59394703657,5058.438095238095,13410572,1062272,7708.8029604825615,4001.3545323786107,70,65,36,45,9,23,61,42,4082.6857142857143,285788,2520.622392204281,4468.923076923077,290480,2819.5618879954886,5728.888888888889,51560,3072.3499672055027,4517.217391304348,103896.0,3475.3705208349866,3839.8032786885246,234228.0,2332.2585607276933,4442.476190476191,186584.0,2384.791966948812
19,864691134948973308,262959,236.1106432,E,4P,L4a,7895.9150390625,2390.31591796875,290.8176718465984,278.0744462515482,2877,931,6693.779631560654,6934.805585392051,19258004,6456304,6327.414424994315,6666.943196970684,104,104,57,78,35,68,69,36,4788.692307692308,498024,6627.756261297755,6574.153846153846,683712,6294.045658045557,7276.8,254688,10458.882225990637,7370.35294117647,501184.0,7303.229784636194,3526.608695652174,243336.0,2447.2863245086965,5070.222222222223,182528.0,3199.3977828396874
20,864691134948983804,307113,249.16721664,E,6P-IT,L6short-b,2246.709716796875,2114.752197265625,586.8793511539698,523.7861484459869,1455,135,5975.227491408935,5030.785185185186,8693956,679156,5637.442581428264,4534.542590979839,16,29,12,21,5,12,11,17,4749.25,75988,5978.737277845548,5352.689655172414,155228,2823.658681916416,9686.4,48432,8673.250315769745,4763.0,57156.0,2506.010441585057,2505.090909090909,27556.0,1297.6354337826415,5768.941176470588,98072.0,2957.9307646232182
21,864691134949041148,309331,279.59918592,E,6P-IT,L6tall-c,796.9666137695312,2249.903564453125,544.6766565293074,464.75652774479664,2292,47,7253.2565445026175,4877.106382978724,16624464,229224,6395.180885145562,3884.1305236632916,53,5,41,5,31,5,22,0,5756.1509433962265,305076,6458.546174968266,2128.8,10644,1547.9935917180019,7012.5161290322585,217388,7662.64792046233,2128.8,10644.0,1547.9935917180019,3985.818181818182,87688.0,3520.6936769537547,,0.0,
22,864691134949072124,298788,271.89673984,E,4P,L4b,2471.972900390625,1931.9964599609375,357.7069712728262,322.3545182123735,1475,331,7354.1206779661015,6974.368580060423,10847328,2308516,7201.025353285265,6556.97014231652,68,84,42,65,19,55,49,29,3810.823529411765,259136,3379.571435330993,7268.476190476191,610552,6678.312458776704,5304.631578947368,100788,5198.470910915473,8174.618181818182,449604.0,7748.183814149689,3231.591836734694,158348.0,2042.2405055189606,5549.931034482759,160948.0,3288.9049213150956
23,864691134949081852,260855,253.88908544,E,4P,L4b,4518.6416015625,2221.229248046875,310.67022617533803,275.17568759324564,1980,601,7185.624242424243,7085.364392678868,14227536,4258304,6826.109994779344,6787.810829389011,75,77,40,63,16,50,59,27,3465.4933333333333,259912,3065.2731052804343,6109.87012987013,470460,4652.056239541932,4918.75,78700,5449.638101516467,6506.64,325332.0,5502.01316523325,3071.3898305084745,181212.0,1778.213434187162,5375.111111111111,145128.0,2197.2206911077683
